LUMINOSIDADE %;TEMP AR Celsius;GASES %;UMIDADE %;LATITUDE;LONGITUDE;TEMP AGUA Celsius;OXI AGUA mg/L;SOM
97.56;32.43;8.11;44.01;-12.7872304;-38.8689765;52.36;7.13;910
97.56;32.37;8.21;44.00;-12.7869701;-38.8692054;49.02;7.13;1021
97.56;32.32;8.02;44.00;-12.7866601;-38.8694610;49.06;7.13;1022
97.46;32.32;8.11;45.01;-12.7863597;-38.8696746;54.39;7.13;1017
97.46;32.14;8.11;45.01;-12.7860803;-38.8699417;53.69;7.12;1022
97.36;32.24;8.11;46.01;-12.7857999;-38.8701591;52.03;7.12;1021
97.36;32.44;8.21;47.00;-12.7855491;-38.8703575;48.01;7.10;1021
97.36;32.59;8.11;47.00;-12.7853107;-38.8705482;48.99;7.08;1016
97.46;32.63;8.21;47.01;-12.7850484;-38.8707313;55.11;7.08;1020
97.36;32.76;8.11;48.01;-12.7847795;-38.8709106;53.65;7.11;1020
97.36;32.77;8.11;47.00;-12.7845191;-38.8711090;51.37;7.10;1018
97.36;32.54;8.11;46.00;-12.7842197;-38.8713912;47.82;7.10;1019
97.36;32.36;8.02;46.00;-12.7839689;-38.8716316;48.10;7.11;1020
97.26;32.55;8.31;47.01;-12.7837200;-38.8718490;54.32;7.11;1021
97.26;32.55;8.11;47.01;-12.7834692;-38.8720550;53.61;7.06;1020
97.26;32.34;8.02;47.00;-12.7832593;-38.8722686;52.09;7.05;1021
97.26;32.11;8.21;47.00;-12.7830400;-38.8725395;45.74;7.04;1019
97.26;32.05;8.21;50.00;-12.7828302;-38.8728790;45.32;7.06;1018
97.17;31.92;8.11;50.00;-12.7825994;-38.8731994;49.72;7.06;1019
97.17;31.80;8.11;50.01;-12.7823896;-38.8735198;54.50;7.10;1019
97.17;31.69;8.11;50.01;-12.7821798;-38.8738212;42.92;7.11;1020
97.17;31.85;8.02;50.00;-12.7819204;-38.8740959;48.35;7.10;1021
97.17;32.05;8.02;50.00;-12.7816095;-38.8743743;47.34;7.06;1021
97.17;32.11;8.11;50.01;-12.7813396;-38.8746299;52.07;7.09;1020
97.17;32.01;8.11;50.01;-12.7810697;-38.8748893;54.27;7.13;1020
97.07;32.01;8.02;50.01;-12.7808294;-38.8751296;53.37;7.13;1020
97.07;32.20;8.11;50.00;-12.7805805;-38.8753471;50.12;7.07;1020
97.07;32.22;8.21;49.00;-12.7803401;-38.8755912;47.58;7.11;1018
96.97;32.32;8.21;49.01;-12.7800998;-38.8757896;55.66;7.05;1021
96.97;32.13;8.11;50.01;-12.7798299;-38.8760490;45.25;7.06;1020
96.97;31.91;8.11;49.01;-12.7795591;-38.8762817;53.92;7.11;1019
96.97;31.80;8.22;50.01;-12.7792997;-38.8764991;51.43;7.04;1016
96.97;31.70;8.02;50.00;-12.7790794;-38.8766746;46.68;6.99;1019
96.97;31.69;8.11;50.00;-12.7788400;-38.8768997;54.40;7.03;1015
96.97;31.60;8.11;50.01;-12.7785997;-38.8770904;54.84;7.07;1020
96.87;31.58;8.11;50.01;-12.7783393;-38.8773345;54.21;7.08;1020
96.87;31.78;8.02;50.01;-12.7780799;-38.8775291;53.05;7.07;1020
96.87;31.96;8.22;50.01;-12.7778396;-38.8777275;50.21;7.07;1020
96.77;32.08;8.22;51.00;-12.7776298;-38.8779411;47.15;7.06;1020
96.87;32.01;8.32;51.00;-12.7774391;-38.8781280;55.94;7.10;1022
96.87;31.90;8.12;51.01;-12.7772197;-38.8783683;56.14;7.09;1019
96.87;32.07;8.32;51.01;-12.7769498;-38.8785858;55.26;7.07;1020
96.87;32.09;8.32;51.01;-12.7766094;-38.8787612;54.58;7.08;1016
96.77;32.11;8.12;51.01;-12.7762889;-38.8789405;51.69;6.98;1021
96.77;32.17;8.22;51.00;-12.7759199;-38.8791351;48.92;7.02;1022
96.87;32.23;8.32;51.00;-12.7755804;-38.8793792;46.35;7.06;1020
96.87;32.29;8.12;51.01;-12.7752790;-38.8796348;55.60;7.02;1021
96.87;32.38;8.22;50.01;-12.7750301;-38.8798713;55.02;7.04;1020
96.87;32.38;8.22;50.01;-12.7747602;-38.8801269;54.20;7.05;1019
97.56;32.15;8.42;51.01;-12.7746601;-38.8804893;53.63;7.09;1018
97.75;32.12;8.32;52.01;-12.7746896;-38.8808860;52.89;7.12;1021
95.80;31.82;33.83;52.00;-12.7746496;-38.8812675;48.94;7.15;1020
96.38;31.69;35.88;53.00;-12.7745504;-38.8816184;46.82;7.17;1021
96.38;31.43;34.52;53.01;-12.7743902;-38.8819618;56.39;7.22;1021
96.58;31.35;21.61;53.01;-12.7742195;-38.8822746;55.54;7.19;1022
96.58;31.36;25.72;53.01;-12.7740802;-38.8826408;54.36;7.15;1021
96.58;31.22;21.03;53.01;-12.7739896;-38.8830986;53.35;7.19;1019
96.58;31.09;20.73;54.01;-12.7739791;-38.8835563;52.23;7.30;1022
96.58;31.06;19.17;54.00;-12.7739591;-38.8839988;48.48;7.28;1022
96.48;31.09;19.76;54.00;-12.7739696;-38.8844108;45.55;7.36;1023
96.19;30.96;19.27;54.01;-12.7740592;-38.8847808;55.49;7.38;1022
96.29;30.94;19.56;54.01;-12.7742195;-38.8852310;55.00;7.42;1022
95.99;31.25;11.15;54.01;-12.7743492;-38.8856086;54.48;7.41;1020
96.09;31.25;10.86;54.01;-12.7744789;-38.8859672;54.27;7.34;1021
95.99;31.06;11.35;53.01;-12.7745695;-38.8862953;53.36;7.28;1022
95.80;30.89;10.27;53.00;-12.7746992;-38.8865966;49.66;7.25;1016
95.80;30.91;9.30;54.00;-12.7748498;-38.8868865;45.44;7.24;1020
95.80;31.20;9.39;53.00;-12.7749500;-38.8871498;49.27;7.25;1021
96.29;31.36;9.00;53.01;-12.7750883;-38.8874473;53.42;7.19;1023
95.89;31.31;9.49;53.01;-12.7752790;-38.8878593;52.93;7.29;1020
95.70;31.36;9.69;53.01;-12.7754392;-38.8883552;53.05;7.34;1021
95.60;31.18;9.69;53.01;-12.7755804;-38.8888206;52.79;7.35;1021
95.70;31.11;10.08;53.01;-12.7757396;-38.8892478;51.83;7.30;1021
95.70;30.99;9.98;53.00;-12.7758493;-38.8896484;47.79;7.38;1020
95.70;30.93;9.69;53.00;-12.7759389;-38.8900070;45.73;7.42;1020
95.80;31.04;10.47;54.00;-12.7760086;-38.8903007;46.13;7.44;1021
95.41;31.13;10.27;54.01;-12.7760400;-38.8905715;55.00;7.49;1021
95.31;31.16;9.98;54.01;-12.7761392;-38.8909950;54.23;7.49;1020
95.41;31.04;10.27;54.01;-12.7762393;-38.8914375;53.58;7.51;1021
95.11;30.94;10.18;54.01;-12.7763395;-38.8917884;53.21;7.56;1021
95.21;31.04;10.08;54.01;-12.7764196;-38.8921318;52.44;7.55;1022
95.11;31.03;9.59;54.01;-12.7765293;-38.8925285;51.42;7.50;1022
95.11;31.03;9.69;54.00;-12.7766599;-38.8930015;50.69;7.53;1020
95.01;31.01;9.79;55.00;-12.7768001;-38.8934288;47.31;7.50;1021
94.82;30.92;9.10;54.00;-12.7769098;-38.8937377;45.21;7.50;1021
95.01;30.85;9.49;54.00;-12.7770090;-38.8940505;46.70;7.53;1021
95.31;31.13;9.49;55.00;-12.7771291;-38.8943710;48.18;7.52;1018
95.89;31.16;9.20;55.01;-12.7772789;-38.8947143;53.99;7.53;1022
95.99;31.10;10.08;55.01;-12.7774887;-38.8951187;53.66;7.50;1008
95.80;31.06;9.79;55.01;-12.7776594;-38.8955383;53.25;7.50;1022
95.31;31.03;9.10;55.01;-12.7778892;-38.8959617;53.04;7.46;1022
95.21;31.05;9.49;55.01;-12.7781095;-38.8963546;52.85;7.47;1019
95.21;31.15;9.30;55.01;-12.7783107;-38.8967552;52.09;7.52;1020
95.21;31.13;9.00;55.01;-12.7785100;-38.8971481;51.81;7.54;1009
95.31;31.14;9.10;55.00;-12.7787504;-38.8976211;49.50;7.48;1022
95.41;31.11;9.49;55.00;-12.7789602;-38.8980216;45.68;7.43;1022
94.53;31.12;9.00;56.00;-12.7791509;-38.8984184;45.77;7.42;1022
95.11;30.94;8.91;55.00;-12.7792797;-38.8988075;46.08;7.42;1022
94.62;30.95;9.30;55.00;-12.7794485;-38.8992309;46.22;7.41;1021
94.23;30.95;9.10;56.00;-12.7796392;-38.8996810;47.40;7.44;1022
94.13;30.76;9.00;56.01;-12.7798099;-38.9001121;54.78;7.30;1021
94.04;30.69;8.61;56.01;-12.7800397;-38.9005317;54.40;7.41;1022
94.23;30.64;9.10;56.01;-12.7802791;-38.9009017;54.64;7.44;1021
93.94;30.64;9.20;56.01;-12.7804594;-38.9012756;54.35;7.53;1021
93.65;30.71;9.20;56.01;-12.7805805;-38.9016075;54.13;7.48;1022
93.65;30.59;9.59;57.01;-12.7807102;-38.9018974;52.97;7.54;1022
93.65;30.60;9.59;57.01;-12.7807798;-38.9021911;52.24;7.55;1021
93.74;30.53;9.69;57.01;-12.7808189;-38.9024810;50.63;7.53;1021
93.65;30.51;9.30;58.00;-12.7808399;-38.9027900;46.73;7.52;1022
93.45;30.43;9.39;59.00;-12.7809095;-38.9031486;44.20;7.54;1022
93.06;30.42;9.59;59.00;-12.7810201;-38.9035186;45.84;7.49;1021
92.86;30.63;9.49;59.00;-12.7811603;-38.9038200;46.45;7.48;1020
92.86;30.63;9.69;58.00;-12.7813291;-38.9041213;47.38;7.46;1022
92.67;30.67;9.30;59.00;-12.7815294;-38.9044609;47.44;7.46;1022
92.47;30.61;9.59;59.00;-12.7817392;-38.9048004;46.53;7.44;1022
92.47;30.56;9.79;59.00;-12.7819795;-38.9050788;47.35;7.43;1022
92.47;30.56;9.69;60.01;-12.7821292;-38.9053153;54.91;7.42;1022
92.28;30.78;9.59;59.01;-12.7822790;-38.9055404;54.44;7.40;1022
91.79;30.72;9.39;59.01;-12.7824602;-38.9056663;54.14;7.41;1021
91.59;30.61;9.69;59.01;-12.7825098;-38.9056663;53.76;7.37;1023
91.59;30.52;9.49;60.01;-12.7825098;-38.9056663;53.51;7.35;1022
91.59;30.27;8.61;59.01;-12.7825098;-38.9056663;53.92;7.18;1021
91.59;30.23;8.91;59.01;-12.7825098;-38.9056663;53.46;7.12;1022
91.30;30.31;8.81;59.01;-12.7825098;-38.9056663;52.85;7.12;1021
91.40;30.40;8.81;59.01;-12.7825098;-38.9056663;51.38;7.12;1022
91.40;30.52;8.81;59.00;-12.7820701;-38.9051971;46.81;7.11;1020
91.59;30.38;9.30;60.00;-12.7820596;-38.9051895;41.84;7.11;1021
90.91;30.31;10.18;60.00;-12.7820596;-38.9051895;43.68;7.08;1021
91.20;30.20;26.50;60.00;-12.7820596;-38.9051895;45.28;7.05;1022
91.01;30.15;26.50;61.01;-12.7820596;-38.9051895;54.06;7.09;1022
90.71;30.08;24.74;61.01;-12.7820596;-38.9051895;54.21;6.94;1022
90.52;30.10;21.61;61.01;-12.7817497;-38.9048118;54.18;6.99;1021
90.71;30.21;19.56;61.01;-12.7819499;-38.9049186;54.28;7.13;1022
90.91;30.22;19.36;61.01;-12.7820196;-38.9052886;54.06;7.20;1022
90.62;30.27;19.85;61.01;-12.7821292;-38.9057617;53.21;7.20;1021
90.42;30.38;18.78;61.01;-12.7823286;-38.9060745;52.71;7.23;1022
90.32;30.40;13.99;61.01;-12.7825403;-38.9063796;52.46;7.13;1022
90.03;30.40;18.49;62.01;-12.7825994;-38.9065208;52.10;7.12;1021
89.93;30.26;13.50;62.01;-12.7825994;-38.9065208;51.58;7.09;1021
89.83;30.19;13.01;62.00;-12.7825994;-38.9065208;50.29;7.05;1022
89.83;30.19;11.94;62.00;-12.7825994;-38.9065208;49.10;6.92;1022
89.64;30.18;18.29;62.00;-12.7825994;-38.9065208;46.87;6.83;1022
89.44;30.18;16.53;62.00;-12.7825994;-38.9065208;44.61;6.80;1022
89.44;30.37;26.79;62.00;-12.7825994;-38.9065208;44.76;6.78;1022
89.15;30.41;26.01;62.00;-12.7825994;-38.9065208;45.05;6.80;1022
98.24;32.00;13.11;63.30;-12.7826890;-38.9067382;37.28;6.59;970
98.34;32.00;11.94;63.90;-12.7826795;-38.9067802;37.87;6.57;1021
98.24;31.70;11.45;63.40;-12.7826795;-38.9067802;37.70;6.62;956
98.24;31.70;10.86;63.70;-12.7826795;-38.9067802;37.94;6.66;1022
98.04;31.50;10.27;63.30;-12.7826795;-38.9067802;37.47;6.70;811
97.95;31.50;9.88;65.50;-12.7826795;-38.9067802;37.19;6.70;1006
97.95;31.50;9.88;65.10;-12.7826795;-38.9067802;36.60;6.73;635
97.85;31.40;9.39;65.10;-12.7826795;-38.9067802;36.57;6.76;107
97.95;31.30;9.10;66.00;-12.7826795;-38.9067802;36.28;6.79;1023
97.85;31.20;9.00;61.90;-12.7826795;-38.9067802;36.00;6.80;1023
97.95;31.30;8.91;64.90;-12.7826795;-38.9067802;35.74;6.86;986
98.04;31.10;8.91;65.20;-12.7826795;-38.9067802;35.42;6.91;97
98.14;31.10;8.81;64.00;-12.7826795;-38.9067802;35.48;7.00;104
98.24;31.20;8.71;66.10;-12.7826795;-38.9067802;35.44;7.07;938
98.34;31.20;8.51;64.50;-12.7826795;-38.9067802;35.36;7.11;881
98.24;31.40;8.51;64.80;-12.7826795;-38.9067802;35.51;7.13;989
98.44;31.70;8.32;62.80;-12.7826795;-38.9067802;33.67;7.16;999
98.34;32.10;8.42;62.40;-12.7826795;-38.9067802;33.17;141.43;853
98.53;32.30;8.32;62.40;-12.7826795;-38.9067802;109.89;9.00;635
98.63;32.70;8.32;60.30;-12.7826795;-38.9067802;109.89;9.00;831
98.53;33.00;8.22;60.60;-12.7826795;-38.9067802;109.89;9.00;796
98.63;33.30;8.22;61.20;-12.7826795;-38.9067802;109.89;9.00;1019
98.53;33.30;7.83;58.20;-12.7826795;-38.9067802;109.89;9.00;868
98.53;33.80;7.83;57.30;-12.7826795;-38.9067802;109.89;9.00;966
98.53;33.70;7.54;55.50;-12.7826795;-38.9067802;109.89;9.00;826
98.53;33.80;7.93;60.60;-12.7826795;-38.9067802;109.89;9.00;711
98.34;34.30;7.83;58.60;-12.7826795;-38.9067802;109.89;9.00;838
98.44;34.40;7.83;57.50;-12.7826795;-38.9067802;109.89;9.00;714
98.34;34.30;7.54;54.60;-12.7826795;-38.9067802;109.89;9.00;1009
93.35;33.80;7.63;58.40;-12.7826795;-38.9067802;109.89;9.00;838
98.04;33.81;56.90;56.20;-12.7826795;-38.9067802;109.89;9.00;834
98.04;33.91;59.35;56.70;-12.7826795;-38.9067802;109.89;9.00;1002
98.24;33.81;57.98;58.10;-12.7826795;-38.9067802;109.89;9.00;1023
98.14;33.91;63.16;59.60;-12.7826795;-38.9067802;109.89;9.00;1016
98.24;33.91;65.21;57.60;-12.7826795;-38.9067802;109.89;9.00;928
98.53;33.81;63.94;57.40;-12.7826795;-38.9067802;109.89;9.00;108
98.44;33.61;64.43;54.40;-12.7826795;-38.9067802;109.89;9.00;536
98.44;33.51;64.04;58.40;-12.7826795;-38.9067802;109.89;9.00;956
98.53;33.41;67.75;54.70;-12.7826795;-38.9067802;109.89;9.00;1007
98.53;33.61;67.65;58.20;-12.7826795;-38.9067802;109.89;9.00;944
98.44;33.81;65.01;55.00;-12.7826795;-38.9067802;109.89;9.00;895
98.73;34.21;65.11;56.20;-12.7826795;-38.9067802;109.89;9.00;882
98.83;34.61;66.68;56.40;-12.7826795;-38.9067802;109.89;9.00;1023
98.63;34.91;66.77;52.60;-12.7826795;-38.9067802;109.89;9.00;435
98.63;35.01;65.60;54.90;-12.7826795;-38.9067802;109.89;9.00;895
98.44;35.21;68.73;53.70;-12.7826490;-38.9068412;109.89;9.00;949
98.34;34.81;66.58;51.60;-12.7827501;-38.9069786;109.89;9.00;1023
98.63;33.51;67.85;56.10;-12.7829294;-38.9069061;109.89;9.00;1018
98.63;33.61;68.14;57.40;-12.7831687;-38.9067306;109.89;9.00;760
98.63;33.11;68.73;55.80;-12.7834386;-38.9065055;109.89;9.00;765
98.63;32.91;67.95;57.30;-12.7836494;-38.9062385;109.89;9.00;895
99.22;33.11;67.65;57.30;-12.7836093;-38.9058647;109.89;9.00;954
98.92;33.61;68.14;55.90;-12.7833499;-38.9054756;109.89;9.00;1023
98.73;33.51;67.85;56.10;-12.7830400;-38.9050712;109.89;9.00;751
98.73;33.71;66.68;56.90;-12.7827596;-38.9047317;109.89;9.00;909
98.63;33.71;68.24;55.40;-12.7825193;-38.9044876;109.89;9.00;1022
98.63;33.61;68.24;54.20;-12.7822389;-38.9042587;109.89;9.00;1017
98.63;33.51;64.82;57.20;-12.7819204;-38.9039497;109.89;9.00;1023
98.63;33.21;68.34;56.80;-12.7815999;-38.9036293;109.89;9.00;897
98.63;33.11;68.14;57.80;-12.7813196;-38.9033317;109.89;9.00;945
98.63;33.21;69.41;56.80;-12.7810087;-38.9030418;109.89;9.00;1013
98.63;33.11;69.32;56.40;-12.7807598;-38.9027786;109.89;9.00;1021
98.63;32.81;67.17;58.11;-12.7805995;-38.9025115;98.33;61.86;377
98.73;33.01;67.75;58.11;-12.7804203;-38.9022331;91.64;60.90;1015
98.92;33.01;68.24;58.81;-12.7801389;-38.9018783;86.66;60.29;1023
98.63;32.91;68.14;56.91;-12.7798986;-38.9015960;85.53;59.37;116
98.73;32.81;63.94;61.21;-12.7797298;-38.9013481;85.17;59.08;1023
98.73;32.81;67.75;57.31;-12.7795286;-38.9010887;81.41;57.46;653
98.83;32.71;64.92;59.81;-12.7793397;-38.9007873;80.16;57.13;95
98.92;32.71;66.68;58.20;-12.7791595;-38.9005012;46.33;50.76;100
99.02;33.21;65.80;58.10;-12.7789602;-38.9002113;46.91;51.93;1004
98.53;33.21;63.45;59.40;-12.7787094;-38.8998985;46.37;51.86;1023
98.34;33.21;62.96;59.10;-12.7785196;-38.8994102;46.98;54.70;1023
99.32;33.41;62.67;59.30;-12.7785291;-38.8988990;46.75;52.38;130
99.32;33.61;62.96;56.90;-12.7781896;-38.8984870;47.05;52.73;1023
99.12;33.71;63.06;56.90;-12.7778797;-38.8980598;46.84;51.27;851
99.32;33.91;61.59;56.30;-12.7777500;-38.8976211;46.92;51.61;1023
98.83;33.91;61.79;55.40;-12.7774696;-38.8971710;46.71;51.93;1023
98.44;33.61;62.18;56.30;-12.7771797;-38.8966941;46.49;59.26;1023
98.53;33.21;60.52;58.20;-12.7768888;-38.8962211;45.86;53.06;1023
98.44;33.11;60.32;59.80;-12.7765598;-38.8958091;46.25;55.04;1022
98.73;32.91;60.03;59.00;-12.7762298;-38.8954162;45.95;51.99;98
98.53;32.61;60.71;58.40;-12.7758998;-38.8950119;45.79;50.90;981
98.53;32.71;59.74;60.30;-12.7755994;-38.8946685;45.56;50.57;983
98.73;33.11;60.81;59.60;-12.7753286;-38.8944015;45.01;49.70;331
98.63;32.91;60.52;60.20;-12.7750701;-38.8940887;45.02;49.85;1023
31.87;32.80;7.44;59.20;-12.7747793;-38.8938102;44.59;50.16;909
29.42;32.80;7.05;59.80;-12.7744998;-38.8935508;44.31;50.44;952
29.03;32.80;6.95;59.00;-12.7741994;-38.8933334;44.15;50.55;886
26.78;32.70;7.24;58.40;-12.7738895;-38.8931579;44.04;50.21;701
42.62;32.70;6.85;59.20;-12.7735595;-38.8929061;44.43;52.80;826
23.07;32.60;7.15;58.80;-12.7731504;-38.8926048;44.69;51.85;867
14.17;32.60;7.54;59.00;-12.7727994;-38.8924674;44.28;51.03;845
29.91;32.60;8.03;59.80;-12.7724599;-38.8923606;44.41;51.01;861
31.87;32.70;14.18;61.10;-12.7720794;-38.8922805;44.27;50.81;845
18.57;32.70;7.24;60.00;-12.7715997;-38.8921012;45.10;52.73;841
16.42;32.70;7.05;60.00;-12.7710886;-38.8918991;45.16;52.92;897
24.83;32.80;15.26;60.20;-12.7705192;-38.8916587;45.39;53.16;825
31.67;32.80;7.44;59.90;-12.7699794;-38.8913993;44.95;51.65;834
31.09;32.80;7.34;60.60;-12.7694797;-38.8911705;44.64;51.27;748
27.57;32.90;16.92;59.80;-12.7689294;-38.8908615;44.72;52.95;943
99.12;32.90;57.49;59.70;-12.7683496;-38.8904876;44.52;53.51;912
99.12;34.01;65.01;58.30;-12.7677698;-38.8901443;44.28;53.84;1023
98.44;33.61;64.23;57.50;-12.7671194;-38.8898391;44.52;67.17;98
98.34;33.01;65.89;60.20;-12.7664203;-38.8894882;50.57;92.51;1007
99.32;32.81;67.75;60.01;-12.7656698;-38.8891868;52.53;112.40;1023
99.32;33.01;67.75;59.91;-12.7649602;-38.8889389;53.69;106.76;675
99.32;33.41;63.45;58.61;-12.7643003;-38.8887443;54.17;83.63;884
99.32;33.31;61.98;58.91;-12.7636594;-38.8883705;54.66;93.04;94
99.32;33.61;62.77;58.21;-12.7630195;-38.8880386;54.78;92.65;1023
99.32;33.91;64.33;55.21;-12.7623996;-38.8876609;54.96;83.09;546
99.32;33.91;64.33;55.31;-12.7618589;-38.8873252;55.43;74.99;1022
99.32;34.21;63.26;54.31;-12.7613191;-38.8870315;57.03;74.71;926
99.22;34.21;56.80;55.61;-12.7607688;-38.8866806;57.69;70.33;564
99.32;34.61;60.03;56.01;-12.7602596;-38.8863716;57.36;64.42;985
99.32;34.91;61.20;52.71;-12.7597799;-38.8859672;57.80;65.75;494
99.32;34.81;60.32;55.81;-12.7592992;-38.8855705;57.36;62.91;1023
99.22;34.71;60.42;53.61;-12.7587995;-38.8851776;58.90;61.21;1015
99.32;34.41;60.62;54.41;-12.7583189;-38.8848533;59.34;60.43;767
99.32;34.31;60.91;53.71;-12.7577505;-38.8844871;59.43;58.98;1023
99.12;34.41;61.30;54.21;-12.7571792;-38.8840713;59.23;59.96;1023
99.32;34.61;61.20;53.61;-12.7566299;-38.8837699;58.70;58.04;118
99.32;34.51;62.28;54.61;-12.7560701;-38.8834609;58.71;60.91;545
98.53;34.21;61.01;55.91;-12.7555685;-38.8829116;57.97;75.16;108
98.44;33.91;62.77;52.71;-12.7552490;-38.8823547;57.73;66.24;681
98.63;33.71;60.91;56.31;-12.7549095;-38.8818778;57.59;62.70;1023
98.83;33.81;61.01;56.61;-12.7544794;-38.8814811;57.24;62.59;1023
98.53;33.31;60.91;57.31;-12.7540397;-38.8810844;56.84;59.91;108
98.34;32.81;61.01;56.51;-12.7535896;-38.8806152;56.48;58.69;1023
98.34;32.51;59.64;62.01;-12.7531290;-38.8801612;56.46;59.07;1023
98.44;32.21;59.64;62.81;-12.7526693;-38.8796806;56.01;57.82;1022
99.02;32.31;60.32;60.81;-12.7522487;-38.8793296;56.08;57.25;512
99.32;32.91;61.30;58.11;-12.7518091;-38.8790092;55.56;56.26;329
99.32;33.61;63.26;55.21;-12.7513589;-38.8787612;55.48;57.53;976
99.32;34.11;63.74;53.81;-12.7509498;-38.8785057;54.71;58.41;677
99.32;34.61;61.50;55.41;-12.7504692;-38.8782310;56.10;59.96;966
99.32;35.01;62.57;53.31;-12.7499294;-38.8779296;55.65;62.01;1023
99.32;35.21;63.16;52.41;-12.7493696;-38.8776359;55.39;58.87;986
99.32;35.61;64.43;51.01;-12.7489099;-38.8773918;55.63;57.26;576
99.32;35.81;64.81;49.91;-12.7484092;-38.8771018;55.06;58.49;1023
99.22;35.71;66.67;47.41;-12.7479295;-38.8768348;55.20;58.42;921
99.22;35.81;65.79;47.61;-12.7474699;-38.8766403;54.29;58.78;829
99.22;36.01;66.37;48.51;-12.7470302;-38.8764495;53.92;60.00;841
99.32;36.41;66.08;48.21;-12.7466001;-38.8762474;56.92;58.13;993
99.32;36.91;66.96;46.81;-12.7461900;-38.8760948;57.70;60.52;743
99.22;37.51;67.35;44.91;-12.7457494;-38.8758964;57.91;61.28;1012
99.32;38.11;68.52;44.31;-12.7453794;-38.8757019;58.78;63.84;831
98.53;38.61;68.13;43.51;-12.7450399;-38.8755455;59.38;61.35;1022
98.44;38.21;68.72;41.71;-12.7446994;-38.8753318;59.80;58.50;750
98.24;37.91;68.52;42.31;-12.7444095;-38.8751602;59.45;59.55;984
98.34;37.31;68.43;44.41;-12.7441902;-38.8749504;59.80;65.48;993
99.22;37.31;69.01;44.91;-12.7438802;-38.8747291;60.86;48.83;787
98.14;37.31;65.20;44.31;-12.7436199;-38.8745155;60.23;41.62;547
98.44;36.81;63.73;45.41;-12.7434396;-38.8742904;61.68;19.74;674
99.32;37.11;64.52;44.91;-12.7432088;-38.8740959;61.96;67.47;948
99.22;38.11;66.57;43.81;-12.7429389;-38.8739700;62.95;0.00;865
99.22;38.81;68.52;41.61;-12.7427291;-38.8738517;63.04;58.17;908
99.32;39.41;67.25;42.41;-12.7425298;-38.8737754;63.09;58.05;1007
99.22;39.11;62.76;43.51;-12.7424087;-38.8739471;63.98;54.84;864
99.22;38.91;67.64;42.41;-12.7423696;-38.8743515;65.41;76.04;303
99.22;38.71;68.91;42.21;-12.7423000;-38.8748207;65.20;69.51;171
99.32;39.01;69.21;44.01;-12.7420988;-38.8753089;65.90;75.37;871
99.32;39.11;68.62;45.51;-12.7419395;-38.8757057;66.26;73.10;928
99.22;39.11;59.04;44.71;-12.7417898;-38.8761291;65.52;72.65;896
99.22;39.31;51.91;42.51;-12.7415895;-38.8765563;66.17;72.42;856
99.22;39.81;57.77;41.11;-12.7413797;-38.8768348;65.78;72.56;879
99.32;40.21;47.51;41.71;-12.7411394;-38.8771171;64.89;76.73;857
99.22;39.50;65.98;42.71;-12.7409095;-38.8775291;64.87;78.05;1004
99.22;39.81;62.27;42.31;-12.7406797;-38.8779487;63.69;77.70;921
99.22;40.11;69.70;43.21;-12.7404794;-38.8783607;64.02;81.05;868
99.22;40.21;69.21;43.61;-12.7402992;-38.8787117;62.96;81.00;900
99.32;40.01;70.67;41.71;-12.7402086;-38.8791770;62.63;82.29;1006
99.22;40.21;70.48;44.61;-12.7401685;-38.8797378;61.52;86.42;996
99.22;40.60;44.38;41.81;-12.7401103;-38.8803291;61.24;89.56;838
99.22;40.81;52.30;42.11;-12.7400398;-38.8809051;61.63;87.60;839
99.12;41.11;62.07;41.71;-12.7399396;-38.8815002;61.02;86.07;924
99.12;40.81;69.60;42.31;-12.7398900;-38.8820381;61.33;80.68;873
99.32;40.81;70.19;40.71;-12.7398405;-38.8825340;61.46;79.51;905
99.22;40.60;46.33;42.01;-12.7397994;-38.8830909;60.81;82.53;617
99.32;40.50;43.40;42.11;-12.7397994;-38.8836479;60.72;80.74;966
99.22;39.70;49.56;43.21;-12.7397499;-38.8841972;60.32;80.16;985
99.22;39.01;65.10;44.11;-12.7396888;-38.8847312;60.40;80.78;848
99.12;38.41;59.92;45.11;-12.7396888;-38.8852195;59.69;80.45;844
99.12;38.21;63.54;43.91;-12.7396802;-38.8857498;60.18;80.52;996
99.12;37.81;68.82;45.11;-12.7396602;-38.8862609;59.51;79.47;826
99.32;37.41;54.06;47.11;-12.7396202;-38.8867607;60.82;79.38;924
99.22;37.71;71.26;45.71;-12.7395200;-38.8872413;59.38;79.96;856
99.12;37.91;70.87;45.31;-12.7395000;-38.8877296;59.75;77.23;972
98.92;37.91;71.26;46.21;-12.7394599;-38.8882408;59.80;76.93;858
99.02;38.11;70.48;46.21;-12.7394094;-38.8887176;59.25;76.94;885
98.73;38.11;71.26;45.71;-12.7393102;-38.8891563;59.10;76.00;896
99.02;37.91;71.16;46.51;-12.7392196;-38.8896217;61.18;77.15;912
98.92;37.61;70.28;47.01;-12.7390804;-38.8900413;58.86;77.98;929
98.92;37.21;71.26;48.11;-12.7388591;-38.8904495;59.22;77.00;890
98.92;36.71;71.26;52.11;-12.7387599;-38.8909301;59.49;77.01;937
99.02;35.71;70.98;52.41;-12.7386493;-38.8914375;59.22;77.02;844
98.83;35.41;71.37;54.71;-12.7385196;-38.8919143;58.83;78.18;828
98.83;34.81;71.47;53.81;-12.7383995;-38.8923988;57.93;77.16;803
